Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri,
72.4, , , , , , , , ,100, , , , , , , ,
72.486, , , , , ,56, , , , , , , , , , ,
73.276, , , , , , ,70, , , , , , , , , ,
73.79, , , , , , , , , , , , , ,8, , ,
75.108, , , , , , , , , , , , , , ,78, ,
75.262, ,99, , , , , , , , , , , , , , ,
75.814, , , , , , , , , , , ,28, , , , ,
76.596, , , , , , , , , , , , , , , ,52,
76.694, , , , , ,55, , , , , , , , , , ,
76.812, , , , , , ,69, , , , , , , , , ,
77.04, ,100, , , , , , , , , , , , , , ,
77.096, , , , , , , ,64, , , , , , , , ,
78.21, , , , , , , , , , , , ,11, , , ,
78.296, , , , , , , , , , , , , , , ,50,
78.524, , ,3, , , , , , , , , , , , , ,
78.888, , , , , , , ,65, , , , , , , , ,
79.952, , , , , , , , , , , , ,12, , , ,
80.07, , , , , , , , , , , , , , , ,51,
80.64, , , , , ,54, ,64, ,1, , , , , , ,
81.052, , , , , , ,68, , , , , , , , , ,
81.86, , , , , , , , , , , , , , , ,50,
82.326, , , , , ,53, ,65, ,0, , , , , , ,
82.8, , , , , , ,67, , , , , , , , , ,
83.374, , , , , , , , , , , ,29, , , , ,
83.596, , , , , , , , , , , , ,11, , ,51,
84.106, , , , , , , ,64, , , , , , , , ,
84.282, , , , , , ,67, ,99, , , , , , , ,
86.06, , , , , , ,66, ,100, , , , , , , ,
86.4, , , , , ,52, , , , , , , , ,79, ,
87.25, , , , , , , , , , , , , ,9, , ,
88.124, , , , , ,51, , , , , , , , , , ,
88.56, , , , ,69, , , , , , , , , , , ,
90.356, , , , ,70, , , , , , , , , , , ,
90.942, , , ,1, , , , , , , , , , , , ,
91.326, , , , , , , , , , , , , , , ,50,
91.746, , , , , , , , , ,1, , , , , , ,
91.794, , , , , , ,65, , , , , , , , , ,
92.106, , , , ,69, , , , , , , , , , , ,
92.278, , , , , ,50, , , , , , , , ,80, ,
92.63, , , ,0, , , , , , , , , , , , ,
93.512, , , , , , , , , ,0, , , , , , ,
93.574, , , , , , ,64, , , , , , , , , ,
93.868, , , , , ,49, , , , , , , , ,79, ,
94.92, ,99, , , , , , , , , , , , , , ,
95.52, , , , , ,49, , , , , , , , , , ,
97.48, , , , , , ,63, , , , , , , , , ,
98.166, , , , , , , , , , , , , , ,80, ,
99, , , , , ,48,63, , , , , , , , , ,
99.606, , , , , , , , , , , , , , , ,51,
100.088, , , , , , , , , , , , ,10, , , ,
100.48, ,100, , , , , , , , , , , , , , ,
100.8, , , , , ,47,62, , , , , , , , , ,
101.386, , , , , , , , , , , , , , , ,49,
102.24, ,99, , , , , , , , , , , , , , ,
102.532, , , , , ,47, , , , , , , , , , ,
102.96, , , ,1, , , , , , , , , , , , ,
103.11, , , , , , , , , , , , , , , ,50,
103.812, , , , , , , , , , , ,30, , , , ,
103.906, ,98, , , , , ,63, , , , , , ,81, ,
104.6, , , ,0, , ,60, , , , , , , , , ,
104.858, , , , , , , , , , , , , , , ,49,
105.016, , , , , , , , ,99, , , , , , , ,
105.396, , , , , , , ,62, , , , , , , , ,
106.11, , , , , ,45, , , , , , , , , , ,
106.65, , , , , , , , , , , , , , , ,50,
106.76, , , , , , , , ,100, , , , , , , ,
106.964, , , , , , , ,63, , , , , , , , ,
108.05, ,99, , , , , , , , , , , , , , ,
108.554, , , , , , ,59, , , , , , , , , ,
108.72, , , , , , , ,62, , , , , , , , ,
110.016, , , , , ,44, , , , , , , , , , ,
110.248, , , , ,68, , , , , , , , , , , ,
110.388, , , , , , , ,63, , , , , , , , ,
111.668, , , , , , , , , ,1, , , , , , ,
111.742, , , , , ,43, , , , , , , , , , ,
111.948, , , ,0,69, , ,62, , , , , , , , ,
112.574, , , , , , ,57, , , , , , , , , ,
113.04, , , , , , , , , , , , , ,10, , ,
113.244, , , , , ,42, , , ,0, , , , , , ,
113.58, , , , ,68, , ,63, , , , , , , , ,
114.61, , , , , , , , , , , , , , , ,48,
114.928, , , , , , , , , ,1, , , , , , ,
115.354, , , , , , , ,62, , , , , , , , ,
115.62, , , , , , , , , , , , , , ,82, ,
116.396, , , , , , ,56, , , , , , , , ,49,
116.706, , , , , , , , , ,0, , ,9, , , ,
117.076, , , , , , , ,61, , , , , , , , ,
118.8, , , , , ,41, ,62, , , , , , , , ,
120.032, , ,2, , , , , , , , , , , , , ,
120.262, , , , , , , , , ,1, , , , , , ,
120.502, , , , , ,39,54,61, , , , , , , , ,
121.912, , , , , , , , , ,0, , , , , , ,
122.28, , , , , , , ,62, , , , , , , , ,
123.688, , , , , , , , , ,1, , , , , , ,
123.97, , , , , , , ,61, , , ,32, , , , ,
124.156, , , , , , ,53, , , , , , , , , ,
124.938, , , , , ,38, , , , , , , , , ,48,
125.45, , , , , , , , , ,0, , , , , , ,
125.684, , , , , , , , ,99, , , , , , , ,
125.732, , , , , , , , , , , ,31, , , , ,
125.944, , , , , , ,52, , , , , , , , , ,
126.554, , , , , , , , , , , , , ,9, , ,
127.44, , , , , , ,51, ,100, , , , , , , ,
127.844, , , , , , , , , , , , ,8, ,83, ,
127.976, , , , ,67, , , , , , , , , , , ,
128.208, , , , , , , , , , , , , ,10, , ,
128.9, , , , , ,36, , , , , , , , , , ,
129.632, , , , , , , , , ,0, , , , , , ,
130.19, , , , , , , ,60, , , , , , , , ,
130.696, , , , , ,35, , , , , , , , , , ,
130.796, ,100, , , , , , , , , , , , , , ,
131.192, , , , , , ,49, , , , , , , , , ,
131.956, , , , , , , ,59, , , , , , , , ,
132.48, , , , , ,34, , , , , , , , , , ,
132.57, ,99, , , , , , , , , , , , , , ,
133.644, , , , , , , ,60, , , , , , , , ,
133.92, , , , , , , , , , , , , , ,84, ,
134.252, , , , , ,34, , , , , , , , , , ,
135.012, , , , , , ,48, , , , ,32, , , , ,
135.246, , , ,1, , , , , , , , , , , , ,
135.36, , , , , , , ,59, , , , , , , , ,
135.52, , , , , , , , , , , , , , ,83, ,
136.008, , , , , ,33, , , , , , , , , , ,
136.8, , , , , , , , , , , ,31, , , , ,
136.97, , , ,0,66, , , , , , , , , , , ,
137.048, , , , , , , ,60, , , , , , , , ,
137.696, , , , , ,32, , , , , , , , , , ,
138.318, ,100, , , , , , , , , , , , , , ,
138.706, , , , ,67, ,46,59, , , , , , , ,46,
139.122, , , , , , , , , , , , ,7, , , ,
139.34, , , , , ,31, , , , , , , , , , ,
140.258, , , , , , , , , , , , , , ,84, ,
140.4, , , , ,66, , ,58, , , , , , , ,47,
141.84, ,99, , , , , ,59, , , , , , , , ,
142.56, , , , , , ,44, , , , , , , , , ,
142.87, , , , , , , , , , , , ,8, , , ,
143.136, , , , , ,30, , , , , , , , , , ,
143.424, , , ,1, , , , , , , , , , , , ,
143.578, , , , , , , ,58, , , , , , , , ,
144, , , , , , , , , , , , , , , ,46,
144.354, , , , , , ,45, , , , , , , , , ,
144.594, , , , , , , , , , , ,33,7, , , ,
144.828, , , ,0, ,29, , , , , , , , , , ,
145.312, , , , , , , , , ,1, , , , , , ,
145.624, , , , , , , , , , , , , , , ,47,
145.95, ,100, , , , , , , , , , , , , , ,
146.042, , , , ,65, ,43, , , , , , , , , ,
146.28, , , , , , , , ,99, , , , , , , ,
146.544, , , ,1, ,27, , , , , , , , ,85, ,
147.06, , , , , , , , , ,0, , , , , , ,
147.408, , , , , , , , , , , , , , , ,46,
148.05, , , , , , , , ,100, , , , , , , ,
148.32, , , ,0, , , , , , , , , , , , ,
149.124, , , , , , , , , , , ,32, , , , ,
149.314, , , , , , , , , , , , , ,11, , ,
149.866, , , , , , ,41, , , , , , , , , ,
150.044, , , ,1, , , , , , , , , , , , ,
150.284, , , , , ,26, , , , , , , , ,84, ,
150.688, , , , , , , , , , , , ,6, , , ,
150.876, ,99, , , , , ,58, , , , , ,9, , ,
151.384, , , , , , , , , , , , , , , ,45,
151.82, , , ,0, , , , , , , , , , , , ,
152.048, , , , , ,25, , , , , , , , ,85, ,
152.64, ,100, , , , , ,57, , , , , , , , ,
153.192, , , , , , , , ,99, , ,33, , , , ,
153.688, , , , , , ,40, , , , , , , , , ,
153.824, , , , , ,24, , , , , , , , , , ,
154.98, , , , , , , , ,100, , , , , , , ,
155.368, , , , ,64, , , , , , , , , , , ,
157.218, , , , , , ,38, , , , , , , , , ,
157.346, , , , , , , , , ,0, , , , , , ,
157.68, , , , , ,23, , , , , , , , , , ,
158.048, , , , , , , , , , , ,34, , , , ,
159.012, , , , , , ,38, , , , , , , , , ,
159.468, , , , , ,22, , , , , , , , , , ,
159.712, , , , , , , , , , , , , , ,86, ,
159.84, , , , , , , , , , , ,33, , , , ,
159.968, , , , , , , , ,99, , , , , , , ,
160.178, , , , , , , ,55, , , , , , , , ,
160.658, , , , , , ,36, , , , , , , , , ,
161.234, , , , , ,19, , , , , , , , , , ,
161.71, , , , , , , , ,100, , , , , , , ,
162.29, , , , , , ,35, , , , , , , , , ,
162.61, , , , , , , , , , , , ,5, , , ,
163.44, , , , , , , , , , , , , , , ,43,
163.744, , , , , , , , , , , , , , ,85, ,
164.002, , , , , , ,34, , , , , , , , , ,
164.482, , , , , , , , , ,0, , , , , , ,
164.772, , , , ,63, , , , , , , , , , , ,
164.976, , , ,0, ,18, , , , , ,34, , , , ,
165.512, , , , , , , , , , , , , , ,86, ,
165.694, , , , , , ,33, , , , , , , , , ,
166.32, , , , , , , ,54, , , , , , , , ,
166.772, , , ,1, ,17, , , , , , , , , , ,
167.482, , , , , , ,32, , , , , , , , , ,
168.646, , , , , , , , , , , , ,4, , , ,
168.854, ,99, , , , , , , , , , , , , , ,
169.2, , , , , , ,31, , , , , , , , , ,
169.592, , , , ,62, , , , , , , , , , , ,
170.37, , , , , ,15, , , , , , ,5, , , ,
170.958, , , , , , ,31, , , , , , , , , ,
172.1, , , , , ,14, , , , , , , , , , ,
172.734, , , , , , ,30, , , , , , , , , ,
172.898, , , , , , , ,53, , , , , , , , ,
173.128, , , , , , , , , , , , , , ,87, ,
173.52, , , , , , , , , , , , , , , ,42,
174.424, , , , ,61, ,29, , , , , , , , , ,
174.612, , , , , , , ,52, , , , , , , , ,
174.78, , , , , , , , , , , , ,4, , , ,
175.118, , , , , , , , , , , , , , , ,43,
176.01, , , , , ,13,28, , , , , , , , , ,
176.314, , , ,2, , , , , , , , , , , , ,
176.4, , , , , , , ,53, , , , , , , , ,
176.914, , , , , , , , , , , , , , , ,42,
177.238, , , , , , , , , , , , , , ,86, ,
177.7, , , , , ,11,27, , , , , , , , , ,
178.192, , ,3, , , , ,52, , , , , , , , ,
178.686, , , , , , , , , , , , , , , ,41,
178.984, , , , , , , , , , , , , , ,87, ,
179.462, , , , ,60, ,26, , , , , , , , , ,
179.99, , ,4, , , , , , , , , , , , , ,
180.938, , , , , , ,25, , , , , ,3,8, , ,
181.44, , , , , ,9, , , , , , , , , , ,
182.184, , , ,3, , , , , , , ,33, , , , ,
182.652, , , , , , , ,51, , , , , ,7, , ,
183.21, , , , , ,8, , , , , , , , , , ,
183.6, , ,5, , , , , , , , , , , , , ,
183.952, ,100, , , , , , , , , ,34, , , ,40,
184.356, , , , ,59, , , , , , , , , , , ,
184.556, , , , , , ,23, , , , , , , , , ,
184.952, , , , , ,7, , , , , , , , , , ,
185.196, , ,6, , , , , , , , , , , , , ,
185.674, ,99, , , , , , , , , ,35, , , ,41,
185.89, , , ,4, , , , , , , , , , , , ,
186.304, , , , , , ,22, , , , , , , , , ,
186.658, , , , , ,6, , , , , , , , , , ,
186.98, , ,7, , , , , , , , , , , , , ,
187.386, , , , , , , , , , , , , , ,88, ,
187.566, , , , , , , , , , , , ,2, , , ,
187.656, , , ,5, , , , , , , , , , , , ,
188.028, , , , , , ,21, , , , , , , , , ,
188.332, , , , , ,5, , , , , , , , , , ,
189.008, , , , , , , , , , , , , , ,87, ,
189.3, , , , , , , ,50, , , , , , , , ,
189.368, , , , , , , , , , , , , , , ,40,
189.552, , , , ,58, , , , , , , , , , , ,
189.798, , , , , , ,21, , , , , , , , , ,
190.126, , , , , ,4, , , , , , , , , , ,
191.066, , , , , , , ,49, , , , , , , ,39,
191.298, , ,9, , , , , , , , , , , , , ,
191.528, ,100, , , , ,20, , , , , , , , , ,
191.732, , , , , ,3, , , , , , , , , , ,
192.52, , , ,6, , , , , , , , , , , , ,
193.088, , ,10, , , , , , , , ,34, , , , ,
193.124, , , , , , ,19, , , , , , , , , ,
194.102, , , ,7, , , , , , , , ,1, , , ,
194.516, , , , , , , , ,99, , , , , , , ,
194.83, , ,11, ,57, ,18,48, , , , , , , ,38,
195.128, , , , , , , , , , , , , , ,88, ,
195.416, , , , , ,1, , , , , , , , , , ,
195.618, ,99, , , , , , , , , , , , , , ,
196.078, , , , , , , , ,100, , , , , , , ,
196.604, , ,12, , , ,16, , , , , , , , , ,
197.202, , , , , ,0, , , , , , , ,6, , ,
197.382, ,100, , , , , , , , , , , , , , ,
198.388, , ,13, , , , , , , , , , , , , ,
198.832, , , ,8, , , , , , , , , , , , ,
199.636, , , , , , , ,47, , , , , , , , ,
200.184, , ,15, ,56, , , , , , , , , , , ,
200.466, , , , , , ,14, , , , , , , , ,37,
200.804, , , , , , , , , , , , ,0, , , ,
201.408, , , , , , , ,46,99, , , , , , , ,
201.924, , ,16, , , , , , , , , , , , , ,
202.238, , , , , , ,13, , , , , , , , , ,
203.176, , , , , , , , ,100, , , , , , , ,
203.22, , , ,10, , , , , , , , , , , , ,
203.648, ,98,18, , , , , , , , , , , , , ,
203.928, , , , , , ,13, , , , , , , , , ,
204.186, , , , , , , , , , , ,35, , , , ,
205.232, ,99,19, , , , , , , , , , , , , ,
205.612, , , , ,55, , , , , , , , , , , ,
205.68, , , , , , ,12, , , , , , , , , ,
205.958, , , , , , , , , , , , , ,5, , ,
206.704, , , , , , , ,45, , , , , , , , ,
206.944, , ,21, , , , , , , , , , , , , ,
207.068, , , ,11, , , , , , , , , , , , ,
207.392, , , , , , ,11, , , , , , , , , ,
208.366, , , , , , , , , , , , , , , ,36,
208.638, , ,23, , , , , , , , , , , , , ,
208.832, , , ,12, , , , , , , , , , , , ,
209.166, , , , , , ,10, , , , , , , , , ,
210.324, , ,24, , , , ,44, , , , , , , , ,
210.622, , , ,13, , , , , , , , , , , , ,
210.754, , , , , , ,9, , , , , , , , , ,
211.092, , , , ,54, , , , , , , , , ,89, ,
212.016, , , , , , , , , , , , , , , ,35,
212.112, , ,26, , , , , , , , , , , , , ,
212.472, , , , , , ,8, , , , , , ,4, , ,
213.908, , ,27, , , , , , , , , , , , , ,
213.974, , , , , , , ,43, , , , , , , , ,
214.196, , , , , , ,7, , , , , , , , , ,
214.874, , , ,15, , , , , , , , , , , , ,
214.99, , , , , , , , , , , ,34, , , , ,
215.676, , ,30, , , , , , , , , , , , , ,
215.952, , , , , , ,6, , , , , , , , , ,
216.626, , , ,16,53, , , , , , , , , ,88, ,
217.204, , ,32, , , , , , , , , , , , , ,
217.496, , , , , , ,5,42, , , , , , , , ,
217.788, , , , , , , , , , , , , ,3, , ,
218.004, , , , , , , , , , , , , , , ,34,
218.058, , , , , , , , , , ,6, , , , , ,
218.228, , , , , , , , , , , , , , ,89, ,
218.942, , ,33, , , , , , , , , , , , , ,
219.292, , , , , , ,3, , , , , , , , , ,
220.684, , ,36,18, , , , , , , , , , , , ,
221.38, , , , , , , ,41, , , , , , , , ,
222.076, , , , , , , , ,99, , , , , , , ,
222.32, , ,37,19,52, , , , , , , , ,2, , ,
222.772, , , , , , ,2, , , , , , , , , ,
223.846, , , , , , , , ,100, , , , , , , ,
223.984, , ,40, , , , , , , , , , , , ,33,
225.148, , , , , , , ,40, , , , , , , , ,
225.76, , ,42, , , , , , , , , , , , ,32,
226.144, , , ,21, , , , , , , ,33, ,1, , ,
226.61, , , , , , ,0, , , , , , , , , ,
227.538, , ,43, , , , , , , , , , , , , ,
227.912, , , ,22, , , , , , , ,35, , , , ,
228.072, , , , ,51, , , , , , , , , , , ,
228.408, , , , , , ,0, , , , , , , , , ,
229.104, , ,46, , , , ,39, , , , , , , , ,
229.634, , , ,24, , , , , , , , , , , , ,
229.81, , , , , , , , , , , , , ,0, , ,
230.166, , , , , , , , , , , , , , , ,31,
230.778, , ,48, , , , , , , , , , , , , ,
232.3, , , , , , ,1, , , , , , , , , ,
232.464, , ,49, , , , , , , , , , , , , ,
232.734, , , , , , , ,38, , , , , , , , ,
233.376, , , ,25, , , , , , , , , , , , ,
234.096, , ,52, ,50, ,0, , , , , , , , , ,
235.168, , , ,27, , , , , , , , , , , , ,
235.68, , , , , , , , ,99, , , , , , , ,
235.864, , ,54, , , ,0, , , , , , , , , ,
236.56, , , , , , , , , , , , , , , ,30,
236.912, , , , , , , ,37, , , , , , , , ,
236.968, , , ,28, , , , , , , , , , , , ,
236.976, ,100, , , , , , , , , ,34, , , , ,
237.616, , ,56, , , , , , , , , , , , , ,
238.424, , , , , , , , , , , , , , ,90, ,
238.742, ,99, ,29, , , , , , , , , , , , ,
239.346, , ,58, , , , , , , , , , , , , ,
239.448, , , , , , , , ,100, , , , , , , ,
240.04, , , , , , ,0, , , , , , , , , ,
240.258, , , ,31,49, , , , , , , , , , , ,
240.6, , , , , , , ,35, , , , , , , , ,
241.132, , ,59, , , , , , , , , , , , , ,
241.23, , , , , , , , ,99, , , , , , , ,
241.832, , , , , , ,1, , , , , , , , , ,
242.508, , , , , , , , , , , , , , ,89, ,
242.836, , ,62, , , , , , , , , , , , , ,
243.054, , , , , , , , , , , , , , , ,29,
243.588, , , , , , ,0, , , , , , , , , ,
243.894, , , ,34, , , , , , , , , , , , ,
244.58, , ,64, , , , , , , , , , , , , ,
244.784, ,100, , , , , , ,100, , , , , , ,28,
244.934, , , , , , , ,34, , , , , , , , ,
245.662, , , ,35, , , , , , , , , , , , ,
246.36, , ,66, , , , , , , , , , , , , ,
246.446, , , , ,48, , , , , , , , , , , ,
246.54, ,99, , , , , , , , , , , , , , ,
247.454, , , ,37, , , , , , , , , , , , ,
248.108, , ,68, , , , , , , , ,33, , , , ,
248.746, , , , , , , ,33, , , , , , ,90, ,
249.248, , , ,38, , , , , , , , , , , , ,
249.61, , , , , , , , , , , , , , , ,27,
249.894, , ,69, , , , , , , , , , , , , ,
250.97, , , ,39, , ,1, , , , , , , , , ,
251.678, , ,71, , , , , , , , , , , , , ,
252.216, ,100, , , , , , , , , , , , , , ,
252.722, , , ,41,47, ,0, , , , , , , , , ,
253.224, , , , , , , ,32, , , , , , , , ,
253.418, , ,73, , , , , , , , , , , , , ,
253.504, , , , , , , , , , , ,34, , , , ,
254.388, , , ,42, , ,1, , , , , , , , , ,
255.048, , ,74, , , , , , , , , , , , , ,
255.498, , , , , , , , , , , , , , ,89, ,
256.126, , , ,44, , ,0, , , , , , , , , ,
256.302, , , , , , , , , , , , , , , ,26,
256.496, ,99, , , , , , ,99, , , , , , , ,
256.792, , ,76, , , , , , , , , , , , , ,
257.484, , , , , , , ,31, , , , , , , , ,
257.904, , , ,45, , ,1, , , , , , , , , ,
258.278, ,100, , , , , , , , , , , , , , ,
258.334, , ,77, , , , , , , , , , , , , ,
259.052, , , , ,46, , , , , , , , , , , ,
259.248, , , , , , , , , , , ,33, , , , ,
259.644, , , ,46, , ,0, , , , , , , , , ,
260.072, , , , , , , , , , , , , , ,90, ,
260.104, , ,78, , , , , , , , , , , , , ,
261.398, , , ,49, , ,1, , , , , , , , , ,
261.764, , , , , , , ,30, , , , , , , , ,
261.888, , ,80, , , , , , , , , , , , , ,
263.16, , , ,50, , ,0, , , , , , , , ,25,
264.904, , , ,52, , ,1, , , , , , , , , ,
265.12, ,99, , , , , , , , , , , , , , ,
265.76, , , , ,45, , , , , , , , , , , ,
265.962, , ,82, , , , , , , , , , , , , ,
266.108, , , , , , , ,29, , , , , , , , ,
266.648, , , ,53, , , , , , , , , , , , ,
266.734, ,100, , , , , , , , , , , , , , ,
267.74, , ,83, , , , , , , , , , , , , ,
268.14, , , , , , , , ,100, , , , , , , ,
268.41, , , ,55, , , , , , , , , , ,89, ,
268.738, , , , , , ,0, , , , , , , , , ,
269.522, , ,83, , , , , , , , , , , , ,23,
269.886, , , , , , , , ,99, , , , , , , ,
270.208, , , ,57, , , , , , , , , , , , ,
270.47, , , , , , , ,28, , , , , , , , ,
270.728, , , , , , , , , , , ,32, , , , ,
271.274, , ,84, , , , , , , , , , , , , ,
271.932, , , ,59, , , , , , , , , , , , ,
272.434, , , , ,44, , , , , , , , , , , ,
272.594, , , , , , , , , , , , , , ,90, ,
272.894, , , , , , ,1, , , , , , , , , ,
273.056, , ,85, , , , , , , , , , , , , ,
273.652, , , ,61, , , , , , , , , , , , ,
274.568, , , , , , , , ,100, , , , , , , ,
274.856, , ,86, , , , , , , , , , , , , ,
274.93, , , , , , , ,27, , , , , , , , ,
275.41, , , ,62, , , , , , , , , , , , ,
276.318, , , , , , , , ,99, , , , , , , ,
276.646, , ,87, , , , , , , , , , , , , ,
277.2, , , ,64, , , , , , , , , , , , ,
277.224, , , , , , , , , , , ,33, , , ,22,
278.99, , , ,66, , ,0, , , , , , , , , ,
279.354, , , , ,43, , , , , , , , , , , ,
279.592, , , , , , , ,26, , , , , , , , ,
280.28, , ,88, , , , , , , , , , , , , ,
280.788, , , ,68, , ,2, , , , , , , , , ,
281.234, , , , , , , , , , , , , , ,89, ,
281.552, , , , , , , , ,100, , , , , , , ,
281.954, , ,89, , , , , , , , , , , , , ,
282.174, , , , , , , , , , , ,32, , , , ,
282.56, , , ,70, , ,0, , , , , , , , , ,
283.292, , , , , , , , ,99, , , , , , , ,
284.158, , , , , , , ,25, , , , , , , , ,
284.332, , , ,72, , ,1, , , , , , , , , ,
284.656, , , , , , , , , , , , , , , ,21,
286.084, , ,90,73, , ,0, , , , , , , , , ,
286.416, , , , ,42, , , , , , , , , , , ,
286.552, , , , , , , , , , , , , , ,90, ,
287.854, , ,90,76, , ,1, , , , , , , , , ,
288.708, , , , , , , ,24,100, , , , , , , ,
